ngvsID,RA,DEC,U_MAG_APCOR1,G_MAG_APCOR1,R_MAG_APCOR1,I_MAG_APCOR1,Z_MAG_APCOR1,U_MAG_APCOR2,G_MAG_APCOR2,R_MAG_APCOR2,I_MAG_APCOR2,Z_MAG_APCOR2,U_MAG_APCOR3,G_MAG_APCOR3,R_MAG_APCOR3,I_MAG_APCOR3,Z_MAG_APCOR3,U_MAG_APCOR4,G_MAG_APCOR4,R_MAG_APCOR4,I_MAG_APCOR4,Z_MAG_APCOR4,U_MAG_APCOR5,G_MAG_APCOR5,R_MAG_APCOR5,I_MAG_APCOR5,Z_MAG_APCOR5,U_MAG_APCOR6,G_MAG_APCOR6,R_MAG_APCOR6,I_MAG_APCOR6,Z_MAG_APCOR6,U_MAG_APCOR7,G_MAG_APCOR7,R_MAG_APCOR7,I_MAG_APCOR7,Z_MAG_APCOR7,U_MAGERR_APER1,G_MAGERR_APER1,R_MAGERR_APER1,I_MAGERR_APER1,Z_MAGERR_APER1,U_MAGERR_APER2,G_MAGERR_APER2,R_MAGERR_APER2,I_MAGERR_APER2,Z_MAGERR_APER2,U_MAGERR_APER3,G_MAGERR_APER3,R_MAGERR_APER3,I_MAGERR_APER3,Z_MAGERR_APER3,U_MAGERR_APER4,G_MAGERR_APER4,R_MAGERR_APER4,I_MAGERR_APER4,Z_MAGERR_APER4,U_MAGERR_APER5,G_MAGERR_APER5,R_MAGERR_APER5,I_MAGERR_APER5,Z_MAGERR_APER5,U_MAGERR_APER6,G_MAGERR_APER6,R_MAGERR_APER6,I_MAGERR_APER6,Z_MAGERR_APER6,U_MAGERR_APER7,G_MAGERR_APER7,R_MAGERR_APER7,I_MAGERR_APER7,Z_MAGERR_APER7,U_MAGERR_APER8,G_MAGERR_APER8,R_MAGERR_APER8,I_MAGERR_APER8,Z_MAGERR_APER8,U_FLUX_RADIUS,G_FLUX_RADIUS,R_FLUX_RADIUS,I_FLUX_RADIUS,Z_FLUX_RADIUS,U_FLAGS,G_FLAGS,R_FLAGS,I_FLAGS,Z_FLAGS,U_CLASS_STAR,G_CLASS_STAR,R_CLASS_STAR,I_CLASS_STAR,Z_CLASS_STAR,U_KRON_RADIUS,G_KRON_RADIUS,R_KRON_RADIUS,I_KRON_RADIUS,Z_KRON_RADIUS,U_PETRO_RADIUS,G_PETRO_RADIUS,R_PETRO_RADIUS,I_PETRO_RADIUS,Z_PETRO_RADIUS
NGVS-J124415.09+111033.9,191.0628662,11.1760737,26.6815,26.2665,99.0,26.4236,25.3824,26.7155,26.1014,99.0,26.3324,25.3527,26.5603,25.9927,99.0,26.2144,25.3884,26.4573,25.8699,99.0,26.0225,25.4313,26.5076,25.7911,99.0,25.8255,25.3484,26.5182,25.7348,99.0,25.7233,25.2053,27.5631,25.5516,25.8813,25.5035,24.082,0.3879,0.1367,0.4651,0.4391,0.5029,0.3334,0.1069,0.4155,0.381,0.4304,0.2634,0.095,0.3619,0.349,0.4253,0.2309,0.0882,0.3275,0.3121,0.4488,0.2406,0.0871,0.3316,0.2815,0.4314,0.2471,0.0891,0.3143,0.2794,0.3995,0.9489,0.1315,0.479,0.405,0.232,0.9044,0.12,1.2051,1.9235,0.2803,2.005,3.236,3.546,3.355,4.738,0,0,0,0,0,0.35,0.35,0.02,0.05,0.0,6.12,6.12,6.12,6.12,6.12,5.28,5.28,5.28,5.28,5.28
NGVS-J124415.10+110740.5,191.0629318,11.1279294,25.4132,25.415,99.0,25.2085,24.905,25.3389,25.3999,99.0,25.3105,24.7096,25.2516,25.3277,99.0,25.3133,24.7058,25.2603,25.311,99.0,25.1855,24.6175,25.2453,25.2963,99.0,25.0332,24.5621,25.207,25.2761,99.0,24.9333,24.5609,25.1939,25.237,24.9624,24.4979,24.7506,0.1241,0.0642,0.3477,0.1457,0.3276,0.0965,0.0572,0.2613,0.1502,0.2402,0.081,0.0524,0.2173,0.1535,0.229,0.0781,0.0533,0.1924,0.1448,0.2132,0.0765,0.0557,0.1745,0.1361,0.2101,0.075,0.0587,0.1734,0.1352,0.2215,0.1077,0.0985,0.2057,0.1604,0.4301,0.151,0.1099,0.353,0.1752,99.0,2.848,2.159,3.709,3.183,2.305,0,0,0,0,0,0.35,0.52,0.03,0.01,0.0,4.88,4.88,4.88,4.88,4.88,5.94,5.94,5.94,5.94,5.94
NGVS-J124415.12+111146.4,191.0629851,11.196217,25.3153,25.1495,99.0,24.8316,24.6047,25.2545,25.0228,99.0,24.7789,24.4111,25.2618,24.9309,99.0,24.7403,24.2956,25.2711,24.854,99.0,24.6931,24.2689,25.259,24.7795,99.0,24.6386,24.325,25.2395,24.7135,99.0,24.5812,24.295,24.9385,24.3647,24.7906,24.4316,24.1093,0.1125,0.0499,0.1375,0.102,0.2454,0.0889,0.0404,0.1208,0.0919,0.1811,0.0813,0.0364,0.1085,0.0905,0.156,0.0787,0.0352,0.1043,0.0923,0.1542,0.0774,0.0348,0.1087,0.0949,0.1685,0.0771,0.0352,0.1104,0.0979,0.1729,0.0853,0.0443,0.1756,0.151,0.238,0.2114,0.0921,0.7258,0.6425,7.3649,3.764,3.02,2.746,2.468,3.759,0,0,0,0,0,0.35,0.34,0.0,0.0,0.0,3.5,3.5,3.5,3.5,3.5,5.94,5.94,5.94,5.94,5.94
NGVS-J124415.13+110811.5,191.063022,11.1365162,25.8316,25.1631,99.0,24.5726,24.629,25.7268,25.0817,99.0,24.4971,24.4799,25.7389,25.043,99.0,24.3911,24.3873,25.7435,24.9512,99.0,24.2735,24.4306,25.7493,24.8297,99.0,24.2054,24.3721,25.7269,24.7219,99.0,24.1754,24.2009,26.1003,24.6538,24.5644,24.0923,24.1966,0.1806,0.0513,0.1462,0.0816,0.2533,0.1359,0.0428,0.1079,0.0711,0.1927,0.1253,0.0405,0.0928,0.0659,0.17,0.1206,0.0385,0.0841,0.0628,0.1787,0.1214,0.0367,0.0797,0.0641,0.1769,0.1201,0.0355,0.0785,0.0674,0.1585,0.2475,0.0577,0.1425,0.1104,0.2577,99.0,0.1318,0.8737,0.2212,1.3753,2.121,2.716,2.639,2.392,3.353,0,0,0,0,0,0.35,0.28,0.0,0.0,0.0,3.5,3.5,3.5,3.5,3.5,5.28,5.28,5.28,5.28,5.28
NGVS-J124415.13+110917.6,191.0630246,11.1548985,26.6319,26.7338,99.0,26.7129,99.0,26.4945,26.6715,99.0,26.5622,99.0,26.5528,26.5898,99.0,26.6524,99.0,26.6937,26.56,99.0,26.7533,99.0,26.8735,26.5193,99.0,26.6661,99.0,26.8528,26.365,99.0,26.4404,99.0,25.6077,26.2036,25.8401,28.6754,99.0,0.3694,0.2092,0.8188,0.5714,99.0,0.2725,0.1801,0.6245,0.4709,4.1675,0.2618,0.1644,0.4419,0.5227,2.4975,0.2869,0.1663,0.3673,0.6121,7.0772,0.3355,0.1695,0.3515,0.6086,99.0,0.3362,0.1591,0.3171,0.5413,99.0,0.1572,0.2396,0.4611,7.5136,99.0,0.3011,0.8834,1.3109,99.0,99.0,1.776,2.178,2.726,1.89,0.0,0,0,0,0,0,0.35,0.35,0.03,0.34,0.02,8.35,8.35,8.35,8.35,0.0,10.56,10.56,10.56,10.56,10.56
NGVS-J124415.13+110936.9,191.0630333,11.1602571,25.5905,25.4846,99.0,24.39,24.3459,25.6574,25.4148,99.0,24.2625,24.2629,25.6892,25.3883,99.0,24.2009,24.2547,25.6492,25.3509,99.0,24.1667,24.2239,25.6439,25.3426,99.0,24.1451,24.2313,25.5906,25.3098,99.0,24.1161,24.1959,25.4764,25.1536,24.854,24.125,23.7819,0.1442,0.0676,0.137,0.0687,0.1938,0.1282,0.0578,0.1156,0.0579,0.1589,0.1195,0.0551,0.1117,0.0554,0.1502,0.111,0.0553,0.1158,0.0572,0.1482,0.1099,0.0582,0.119,0.0605,0.1548,0.1062,0.0606,0.1149,0.0641,0.1581,0.1397,0.0914,0.1861,0.1139,0.1761,3.8261,0.3319,4.9917,0.5698,0.4004,3.397,2.341,2.729,2.103,2.955,0,0,0,0,0,0.35,0.03,0.03,0.0,0.0,5.48,5.48,5.48,5.48,5.48,6.6,6.6,6.6,6.6,6.6
NGVS-J124415.15+111137.0,191.0631321,11.1936064,28.0008,26.5315,99.0,27.3458,99.0,27.4653,26.4564,99.0,27.5581,99.0,27.2876,26.415,99.0,27.7417,99.0,27.4033,26.3355,99.0,27.2378,99.0,27.3716,26.261,99.0,26.7436,99.0,27.2383,26.2462,99.0,26.4093,99.0,27.8365,26.0791,25.9431,25.4416,99.0,1.2884,0.1725,0.257,1.0151,0.7725,0.6635,0.1479,0.2312,1.1767,0.9362,0.5122,0.1395,0.2374,1.4211,3.0121,0.5478,0.1346,0.2584,0.9518,19.6678,0.5311,0.1339,0.2725,0.6548,5.7912,0.4772,0.1419,0.2814,0.5239,99.0,1.2198,0.2136,0.5071,0.3823,99.0,2.5092,0.3327,1.339,99.0,99.0,3.39,2.132,2.114,3.137,-2.351,0,0,0,0,0,0.35,0.35,0.35,0.17,0.06,6.1,6.1,6.1,6.1,0.0,9.9,9.9,9.9,9.9,0.0
NGVS-J124415.16+111111.9,191.0631788,11.1866275,26.311,26.2514,99.0,25.2962,25.1807,26.2648,26.1558,99.0,25.2829,24.9901,26.2019,26.0742,99.0,25.1896,24.9772,26.16,26.0227,99.0,25.0752,24.9948,26.1405,25.9747,99.0,25.0263,24.9049,26.0507,25.9129,99.0,25.0425,24.8577,25.3424,25.3794,25.1932,24.8719,23.991,0.2775,0.1352,0.3254,0.1569,0.4199,0.2196,0.1116,0.2473,0.1448,0.3067,0.1901,0.1025,0.2021,0.1367,0.2922,0.1752,0.1011,0.178,0.1305,0.2996,0.1717,0.1029,0.1782,0.1351,0.2868,0.1607,0.1047,0.1945,0.1493,0.29,0.1232,0.1123,0.2544,0.2264,0.2134,0.1701,0.2596,0.449,0.3364,0.2067,4.793,4.317,3.227,3.083,5.028,0,0,0,0,0,0.35,0.35,0.02,0.01,0.01,7.18,7.18,7.18,7.18,7.18,5.94,5.94,5.94,5.94,5.94
NGVS-J124415.19+110737.6,191.0632935,11.1271006,26.2309,25.9614,99.0,25.2844,24.6579,26.1641,25.9493,99.0,25.2977,24.6808,26.0915,25.9097,99.0,25.2165,24.7668,26.0945,25.8506,99.0,25.0484,24.9541,26.1401,25.8077,99.0,24.9065,24.9913,26.0894,25.7968,99.0,24.7755,24.8416,25.924,25.6162,24.9236,24.5363,24.6533,0.26,0.1053,0.1793,0.1565,0.2618,0.2011,0.093,0.1518,0.147,0.2316,0.1727,0.0888,0.1274,0.1403,0.2418,0.1657,0.0868,0.1198,0.1274,0.2897,0.1722,0.0887,0.1216,0.1211,0.3115,0.167,0.0943,0.1215,0.1169,0.2863,0.21,0.1394,0.1982,0.1659,0.3926,0.2082,0.1837,0.31,0.1703,0.2608,2.806,2.395,2.505,2.873,1.958,0,0,0,0,0,0.35,0.35,0.07,0.0,0.0,4.88,4.88,4.88,4.88,4.88,6.6,6.6,6.6,6.6,6.6
NGVS-J124415.20+111135.1,191.0633241,11.1930718,26.2036,25.9906,99.0,25.9141,25.3543,26.0355,25.9561,99.0,25.7991,25.3326,25.9747,25.8677,99.0,25.6835,25.2924,26.0231,25.7854,99.0,25.572,25.3188,26.0031,25.6988,99.0,25.4728,25.3082,26.009,25.6519,99.0,25.4611,25.44,25.5942,25.2386,26.3994,24.7789,25.88,0.2506,0.1062,0.3515,0.2742,0.4893,0.1787,0.0932,0.2983,0.2323,0.4204,0.1547,0.0849,0.2631,0.2146,0.39,0.1548,0.0814,0.2751,0.2055,0.4032,0.1517,0.0801,0.3035,0.2035,0.4157,0.1549,0.0825,0.3715,0.2193,0.4953,0.1552,0.0987,0.7718,0.2077,1.2134,0.4067,0.1189,12.9358,0.531,99.0,4.125,4.56,2.715,6.475,1.101,0,0,0,0,0,0.35,0.35,0.02,0.07,0.0,7.05,7.05,7.05,7.05,7.05,10.56,10.56,10.56,10.56,10.56
NGVS-J124415.22+110815.0,191.0634208,11.1374873,26.7617,25.8018,99.0,25.1474,24.532,26.7256,25.7452,99.0,25.1346,24.6017,26.5566,25.6391,99.0,25.1208,24.7249,26.4489,25.5509,99.0,25.0627,24.7858,26.4472,25.4916,99.0,24.9226,24.7026,26.446,25.4829,99.0,24.7811,24.683,27.6267,25.2223,25.1512,24.6183,24.6981,0.4234,0.0913,0.216,0.1384,0.2331,0.3389,0.0779,0.1774,0.1277,0.2166,0.2649,0.0695,0.159,0.1287,0.2326,0.2298,0.0661,0.1598,0.1292,0.2478,0.2289,0.0666,0.1659,0.1231,0.2386,0.2324,0.0709,0.1656,0.1177,0.2473,1.0098,0.0973,0.2447,0.1793,0.4091,99.0,0.2631,99.0,1.5179,99.0,2.087,2.798,2.691,3.319,4.138,0,0,0,0,0,0.35,0.35,0.07,0.02,0.0,4.99,4.99,4.99,4.99,4.99,5.94,5.94,5.94,5.94,5.94
NGVS-J124415.22+111201.5,191.0634063,11.200407,99.0,25.7111,99.0,24.9478,25.7518,99.0,25.6306,99.0,24.952,25.1941,99.0,25.54,99.0,24.9757,24.9807,99.0,25.4449,99.0,24.945,25.0039,99.0,25.4015,99.0,24.928,25.076,99.0,25.4045,99.0,24.8656,25.236,99.0,25.4959,24.8399,25.1984,25.1211,0.4503,0.0822,0.162,0.113,0.7015,0.3571,0.0699,0.1404,0.1077,0.3721,0.3323,0.0629,0.1321,0.1118,0.2916,0.3782,0.06,0.1251,0.1161,0.3029,0.4469,0.0612,0.1279,0.1235,0.3358,0.4926,0.066,0.1379,0.1271,0.411,99.0,0.1252,0.1838,0.3058,0.604,99.0,0.3053,0.3748,0.3219,0.6618,-0.762,2.077,2.721,1.547,1.943,0,0,0,0,0,0.35,0.41,0.0,0.02,0.0,0.0,4.18,4.18,4.18,4.18,5.28,5.28,5.28,5.28,5.28
NGVS-J124415.23+111006.1,191.0634615,11.1683541,24.3253,23.9613,99.0,23.8382,23.624,24.2951,23.9109,99.0,23.7715,23.6518,24.2279,23.8424,99.0,23.6843,23.622,24.175,23.7891,99.0,23.6315,23.5769,24.1203,23.7384,99.0,23.5752,23.5164,24.0871,23.7003,99.0,23.5262,23.4606,23.9323,23.6207,23.4816,23.4226,23.5098,0.0477,0.0181,0.0518,0.0422,0.1009,0.0383,0.0154,0.0421,0.037,0.0903,0.0328,0.0142,0.0372,0.0349,0.0844,0.0298,0.0138,0.0358,0.0352,0.0818,0.0282,0.0139,0.0358,0.0361,0.0804,0.0276,0.0143,0.0369,0.0374,0.0805,0.0342,0.0226,0.0528,0.0598,0.1371,0.06,0.0454,0.1071,0.1227,0.2793,3.244,2.377,2.73,2.268,2.567,0,0,0,0,0,0.0,0.51,0.0,0.0,0.0,3.5,3.5,3.5,3.5,3.5,5.28,5.28,5.28,5.28,5.28
NGVS-J124415.24+110734.1,191.0634846,11.1261455,27.8108,26.553,99.0,26.7026,99.0,27.8996,26.6526,99.0,26.4402,99.0,27.9105,26.7297,99.0,26.5582,99.0,27.8695,26.7384,99.0,26.3696,99.0,27.6314,26.6784,99.0,26.2295,99.0,27.3909,26.6235,99.0,26.1306,99.0,29.3343,27.0391,28.7587,26.648,99.0,1.0847,0.1773,0.7301,0.5644,0.7911,0.9924,0.178,0.8839,0.4226,1.6403,0.9108,0.1872,0.8476,0.4793,2.5685,0.8445,0.1957,0.9046,0.4294,3.7518,0.6739,0.1962,0.9669,0.407,4.4295,0.5523,0.2017,0.7018,0.4069,4.383,4.8514,0.5168,6.7824,1.1607,99.0,99.0,1.5583,99.0,99.0,99.0,3.062,1.757,4.315,2.006,0.479,0,0,0,0,0,0.35,0.35,0.34,0.02,0.02,7.5,7.5,7.5,7.5,7.5,9.9,9.9,9.9,9.9,9.9
NGVS-J124415.26+111042.6,191.0635854,11.1785019,25.3714,25.4449,99.0,24.2021,23.6916,25.2905,25.3413,99.0,24.1225,23.7444,25.1928,25.216,99.0,23.9859,23.6805,25.129,25.1158,99.0,23.8765,23.5941,25.0341,25.0,99.0,23.7793,23.4893,24.962,24.8989,99.0,23.715,23.4371,24.649,24.5732,23.8132,23.651,23.0623,0.1195,0.0657,0.0993,0.0586,0.1074,0.0915,0.0537,0.0806,0.0507,0.098,0.0766,0.0473,0.0688,0.0458,0.0889,0.0691,0.0445,0.0628,0.0439,0.0829,0.0632,0.0426,0.0601,0.0434,0.0783,0.06,0.0417,0.0604,0.0445,0.0786,0.0655,0.0537,0.0715,0.0738,0.0908,0.0906,0.0864,0.1146,0.1652,0.1056,4.857,4.024,4.166,2.664,5.121,0,0,0,0,0,0.35,0.07,0.0,0.0,0.0,6.31,6.31,6.31,6.31,6.31,6.6,6.6,6.6,6.6,6.6
NGVS-J124415.27+110730.8,191.0636159,11.1252297,25.4725,25.649,99.0,25.518,99.0,25.4701,25.6231,99.0,25.3921,99.0,25.4106,25.5532,99.0,25.2474,99.0,25.385,25.4556,99.0,25.1703,99.0,25.3213,25.3433,99.0,25.1727,99.0,25.281,25.2541,99.0,25.2567,99.0,25.1404,25.0137,24.8061,25.7223,99.0,0.1317,0.0798,0.2082,0.1948,0.7821,0.1081,0.0697,0.2134,0.1615,0.4378,0.0933,0.0643,0.2212,0.1446,0.3311,0.0872,0.0607,0.186,0.1429,0.343,0.082,0.0583,0.1745,0.1551,0.4861,0.0801,0.0576,0.1706,0.1822,0.7367,0.1025,0.0804,0.1782,0.4957,99.0,0.2419,0.2395,0.2369,20.9893,99.0,2.948,2.588,3.889,1.984,-5.153,3,3,3,3,3,0.35,0.46,0.03,0.01,0.01,3.5,3.5,3.5,3.5,0.0,5.94,5.94,5.94,5.94,0.0
NGVS-J124415.27+110956.6,191.0636282,11.1657287,26.3681,26.3147,99.0,26.0827,24.4663,26.3441,26.2359,99.0,25.9913,24.467,26.3682,26.1218,99.0,25.8797,24.4733,26.4304,26.0341,99.0,25.78,24.4112,26.4991,25.9908,99.0,25.701,24.36,26.5426,25.9759,99.0,25.6941,24.2798,27.171,25.8201,24.8908,26.4819,23.8893,0.2903,0.1421,0.4541,0.3193,0.2156,0.2379,0.1208,0.3518,0.2785,0.1908,0.2213,0.1069,0.2711,0.2566,0.1834,0.2257,0.1026,0.2389,0.2498,0.1758,0.2386,0.1045,0.2296,0.2506,0.1736,0.2534,0.1113,0.2312,0.2724,0.1708,0.6624,0.1684,0.1925,0.9965,0.1943,2.6514,0.3873,0.2673,99.0,0.5636,1.704,2.495,4.485,0.907,3.939,0,0,0,0,0,0.35,0.35,0.04,0.07,0.0,5.91,5.91,5.91,5.91,5.91,5.94,5.94,5.94,5.94,5.94
NGVS-J124415.28+111000.2,191.0636531,11.166726,26.745,25.8652,99.0,25.8166,26.2739,26.6591,25.8197,99.0,25.7293,26.0773,26.7114,25.7807,99.0,25.5338,25.6445,26.6144,25.6858,99.0,25.3486,25.2973,26.4538,25.594,99.0,25.1862,25.44,26.3076,25.524,99.0,25.063,25.5382,26.3198,25.4567,26.6817,25.3042,25.8834,0.4152,0.096,0.3467,0.2538,1.1515,0.3163,0.0826,0.3775,0.2184,0.8356,0.3032,0.0785,0.4016,0.1871,0.5389,0.2661,0.0744,0.4205,0.1675,0.3955,0.2297,0.073,0.414,0.1567,0.4699,0.2039,0.0735,0.4083,0.1522,0.5421,0.3027,0.1206,1.0004,0.3368,1.2175,99.0,0.585,99.0,99.0,99.0,3.349,2.145,2.574,1.95,2.191,3,3,3,3,3,0.35,0.35,0.07,0.01,0.0,5.1,5.1,5.1,5.1,5.1,5.94,5.94,5.94,5.94,0.0
NGVS-J124415.28+111110.5,191.0636487,11.1862519,24.9511,25.2397,99.0,24.4436,23.8469,24.8721,25.0874,99.0,24.2145,23.7156,24.8176,24.9537,99.0,24.0337,23.6244,24.7581,24.8161,99.0,23.9141,23.5225,24.6904,24.6988,99.0,23.839,23.4336,24.6329,24.6086,99.0,23.7646,23.371,24.4494,24.3426,24.0903,23.5541,22.9394,0.0807,0.0536,0.1069,0.0713,0.1216,0.0633,0.0429,0.0881,0.0552,0.096,0.0545,0.0371,0.0791,0.0475,0.0841,0.0497,0.034,0.074,0.0455,0.0778,0.0463,0.0324,0.0715,0.0457,0.0743,0.0446,0.032,0.0705,0.0465,0.0741,0.0546,0.0435,0.0923,0.0675,0.0812,0.0856,0.0714,0.1278,0.1318,0.1429,3.353,3.021,3.147,2.672,3.566,0,0,0,0,0,0.07,0.01,0.0,0.0,0.0,3.69,3.69,3.69,3.69,3.69,6.6,6.6,6.6,6.6,6.6
NGVS-J124415.30+110758.8,191.0637466,11.1329913,99.0,25.9431,99.0,25.0102,24.6142,99.0,25.8359,99.0,24.8775,24.57,99.0,25.7211,99.0,24.7077,24.5829,99.0,25.6334,99.0,24.5694,24.5947,99.0,25.5742,99.0,24.5038,24.5697,99.0,25.5467,99.0,24.4708,24.5826,99.0,25.5093,24.7301,24.4962,24.3435,99.0,0.1031,0.1252,0.1213,0.2498,99.0,0.0841,0.1115,0.1004,0.2093,99.0,0.0748,0.1091,0.0882,0.2041,99.0,0.0713,0.11,0.0823,0.208,99.0,0.0717,0.1079,0.0838,0.2112,3.2559,0.0749,0.1112,0.0882,0.2249,99.0,0.1264,0.166,0.16,0.295,99.0,0.4978,4.4904,0.1973,0.328,4.179,2.251,2.202,2.446,1.907,0,0,0,0,0,0.35,0.35,0.07,0.0,0.0,3.5,3.5,3.5,3.5,3.5,0.0,5.94,5.94,5.94,5.94
NGVS-J124415.30+110906.3,191.0637359,11.1517462,25.5646,25.6538,99.0,24.659,23.9373,25.6087,25.5875,99.0,24.5042,23.8701,25.5573,25.5061,99.0,24.3424,23.7378,25.4625,25.3959,99.0,24.1919,23.6121,25.4224,25.2739,99.0,24.0925,23.4962,25.3929,25.2116,99.0,24.0121,23.3887,25.0298,24.9744,24.6876,23.7938,23.2354,0.1412,0.079,0.1515,0.088,0.1341,0.1222,0.0674,0.1216,0.0719,0.1108,0.1061,0.0614,0.1042,0.0632,0.0939,0.0934,0.0574,0.1009,0.0585,0.0846,0.0896,0.0546,0.1046,0.0577,0.0789,0.0884,0.0553,0.109,0.0582,0.0753,0.0925,0.0774,0.1597,0.084,0.1065,0.1613,0.1489,0.3866,0.1582,0.1893,3.686,2.876,2.741,2.681,2.924,0,0,0,0,0,0.35,0.35,0.01,0.0,0.0,3.9,3.9,3.9,3.9,3.9,5.94,5.94,5.94,5.94,5.94
NGVS-J124415.30+111155.8,191.0637434,11.1988313,99.0,26.8758,99.0,26.1934,25.5282,99.0,26.5464,99.0,26.1975,25.7243,99.0,26.3864,99.0,26.102,25.855,99.0,26.3544,99.0,25.8807,25.8616,99.0,26.3313,99.0,25.7653,26.0276,99.0,26.3457,99.0,25.6853,26.3762,99.0,26.6175,26.3184,25.6912,28.668,0.8917,0.2381,0.5992,0.3552,0.5758,0.6717,0.1588,0.5328,0.3332,0.5999,0.6135,0.1363,0.4698,0.3155,0.6552,0.5437,0.1368,0.4107,0.2729,0.6646,0.5881,0.1429,0.393,0.2666,0.807,0.9306,0.1554,0.3672,0.2691,1.1711,99.0,0.3504,0.7162,0.4808,15.8189,99.0,99.0,99.0,99.0,1.4408,5.742,2.058,2.433,2.255,0.749,0,0,0,0,0,0.35,0.35,0.02,0.07,0.08,0.0,5.77,5.77,5.77,5.77,0.0,7.92,7.92,7.92,0.0
NGVS-J124415.30+111245.6,191.0637532,11.2126709,24.5676,24.3984,99.0,24.2559,23.8892,24.504,24.3666,99.0,24.2269,23.8279,24.5051,24.3518,99.0,24.2265,23.83,24.4936,24.3408,99.0,24.2215,23.8573,24.4773,24.3291,99.0,24.2419,23.8541,24.4783,24.3145,99.0,24.2624,23.8234,24.5581,24.2534,24.2462,24.3919,23.5797,0.0579,0.0257,0.09,0.0601,0.1263,0.046,0.0228,0.0736,0.0558,0.1062,0.0415,0.0218,0.0685,0.0565,0.1013,0.0394,0.0223,0.0667,0.06,0.1057,0.0384,0.0233,0.0666,0.0659,0.1091,0.039,0.0246,0.0687,0.0731,0.1121,0.0603,0.0401,0.1065,0.1457,0.1462,0.1115,0.0641,0.2036,0.2145,0.3949,2.638,2.064,2.502,1.692,2.143,0,0,0,0,0,0.02,0.74,0.0,0.0,0.0,3.5,3.5,3.5,3.5,3.5,5.94,5.94,5.94,5.94,5.94
NGVS-J124415.32+111216.9,191.0638491,11.2047049,26.4716,26.7387,99.0,26.7279,99.0,26.3747,26.6588,99.0,26.3141,99.0,26.2922,26.5643,99.0,26.0731,99.0,26.1797,26.5134,99.0,26.0976,99.0,26.185,26.4988,99.0,26.1944,99.0,26.2382,26.5544,99.0,26.129,99.0,26.9145,26.699,25.6903,26.1616,99.0,0.3213,0.2106,99.0,0.5817,0.6928,0.2431,0.1767,1.4537,0.3726,0.61,0.206,0.1599,0.7204,0.3063,0.6942,0.1784,0.1582,0.641,0.333,0.9602,0.179,0.1664,0.6978,0.395,1.8293,0.1908,0.1883,0.7372,0.4049,10.4064,0.5218,0.3776,0.4017,0.7414,99.0,99.0,1.0392,0.9514,2.1571,99.0,2.122,2.152,2.127,2.026,-2.663,0,0,0,0,0,0.35,0.35,0.05,0.27,0.02,8.06,8.06,8.06,8.06,0.0,10.56,10.56,10.56,10.56,0.0
NGVS-J124415.33+110859.9,191.0638647,11.1499668,25.2557,25.5941,99.0,25.5339,24.6687,25.2549,25.5634,99.0,25.2409,24.5249,25.1917,25.4751,99.0,25.0821,24.4951,25.1529,25.3599,99.0,25.011,24.472,25.1145,25.273,99.0,24.9417,24.614,25.0935,25.2071,99.0,24.8733,24.6371,24.9039,25.1111,24.5941,24.7796,24.3353,0.1072,0.0749,0.1906,0.195,0.2619,0.0887,0.0658,0.1456,0.14,0.2011,0.0765,0.0598,0.1186,0.124,0.188,0.0707,0.0556,0.1079,0.1233,0.1859,0.0679,0.0546,0.1065,0.1253,0.2202,0.0675,0.0551,0.1083,0.1279,0.2369,0.0825,0.0878,0.1465,0.2079,0.2929,0.1312,0.284,0.2396,0.323,0.3925,3.02,2.681,2.806,2.505,1.865,0,0,0,0,0,0.35,0.28,0.0,0.0,0.0,3.5,3.5,3.5,3.5,3.5,5.94,5.94,5.94,5.94,5.94
NGVS-J124415.34+110803.5,191.0639205,11.1342986,25.3678,24.658,99.0,24.4254,24.4975,25.2044,24.5831,99.0,24.2786,24.3148,25.156,24.5586,99.0,24.2423,24.2434,25.0971,24.4942,99.0,24.1982,24.0956,25.0623,24.4556,99.0,24.225,24.0243,25.0373,24.4213,99.0,24.2443,23.9416,25.0931,24.3366,24.236,24.0659,23.561,0.1174,0.0325,0.0875,0.0706,0.2213,0.0856,0.0277,0.0744,0.0589,0.167,0.074,0.0263,0.0706,0.0576,0.1487,0.0676,0.0257,0.0676,0.059,0.132,0.0648,0.0261,0.0668,0.065,0.1279,0.0643,0.0271,0.0679,0.072,0.1251,0.0983,0.0432,0.1055,0.1079,0.1437,0.2987,0.07,0.3579,0.1882,0.2134,2.813,2.351,2.61,1.998,3.21,2,2,2,2,2,0.35,0.71,0.0,0.0,0.0,3.5,3.5,3.5,3.5,3.5,5.28,5.28,5.28,5.28,5.28
