ngvsID,RA,DEC,U_MAG_APCOR1,G_MAG_APCOR1,R_MAG_APCOR1,I_MAG_APCOR1,Z_MAG_APCOR1,U_MAG_APCOR2,G_MAG_APCOR2,R_MAG_APCOR2,I_MAG_APCOR2,Z_MAG_APCOR2,U_MAG_APCOR3,G_MAG_APCOR3,R_MAG_APCOR3,I_MAG_APCOR3,Z_MAG_APCOR3,U_MAG_APCOR4,G_MAG_APCOR4,R_MAG_APCOR4,I_MAG_APCOR4,Z_MAG_APCOR4,U_MAG_APCOR5,G_MAG_APCOR5,R_MAG_APCOR5,I_MAG_APCOR5,Z_MAG_APCOR5,U_MAG_APCOR6,G_MAG_APCOR6,R_MAG_APCOR6,I_MAG_APCOR6,Z_MAG_APCOR6,U_MAG_APCOR7,G_MAG_APCOR7,R_MAG_APCOR7,I_MAG_APCOR7,Z_MAG_APCOR7,U_MAGERR_APER1,G_MAGERR_APER1,R_MAGERR_APER1,I_MAGERR_APER1,Z_MAGERR_APER1,U_MAGERR_APER2,G_MAGERR_APER2,R_MAGERR_APER2,I_MAGERR_APER2,Z_MAGERR_APER2,U_MAGERR_APER3,G_MAGERR_APER3,R_MAGERR_APER3,I_MAGERR_APER3,Z_MAGERR_APER3,U_MAGERR_APER4,G_MAGERR_APER4,R_MAGERR_APER4,I_MAGERR_APER4,Z_MAGERR_APER4,U_MAGERR_APER5,G_MAGERR_APER5,R_MAGERR_APER5,I_MAGERR_APER5,Z_MAGERR_APER5,U_MAGERR_APER6,G_MAGERR_APER6,R_MAGERR_APER6,I_MAGERR_APER6,Z_MAGERR_APER6,U_MAGERR_APER7,G_MAGERR_APER7,R_MAGERR_APER7,I_MAGERR_APER7,Z_MAGERR_APER7,U_MAGERR_APER8,G_MAGERR_APER8,R_MAGERR_APER8,I_MAGERR_APER8,Z_MAGERR_APER8,U_FLUX_RADIUS,G_FLUX_RADIUS,R_FLUX_RADIUS,I_FLUX_RADIUS,Z_FLUX_RADIUS,U_FLAGS,G_FLAGS,R_FLAGS,I_FLAGS,Z_FLAGS,U_CLASS_STAR,G_CLASS_STAR,R_CLASS_STAR,I_CLASS_STAR,Z_CLASS_STAR,U_KRON_RADIUS,G_KRON_RADIUS,R_KRON_RADIUS,I_KRON_RADIUS,Z_KRON_RADIUS,U_PETRO_RADIUS,G_PETRO_RADIUS,R_PETRO_RADIUS,I_PETRO_RADIUS,Z_PETRO_RADIUS
NGVS-J124420.95+111128.4,191.0873066,11.1912164,25.5841,25.6769,99.0,25.1242,24.9268,25.6803,25.6737,99.0,25.1449,24.9512,25.6841,25.6723,99.0,25.1194,24.9942,25.7027,25.6243,99.0,25.037,25.0467,25.7359,25.6147,99.0,25.0697,24.9288,25.743,25.6096,99.0,25.0229,24.7633,25.9243,25.6801,25.3598,25.1314,24.8565,0.1422,0.0796,0.2653,0.1326,0.3281,0.1304,0.0727,0.2152,0.1286,0.2978,0.1183,0.0709,0.203,0.1275,0.2949,0.1161,0.0707,0.1942,0.1264,0.3148,0.1187,0.0742,0.1983,0.1405,0.2925,0.1218,0.0797,0.1906,0.1471,0.2661,0.2106,0.1494,0.3069,0.2918,0.473,0.3925,0.235,99.0,99.0,99.0,2.211,1.92,2.215,1.886,2.417,0,0,0,0,0,0.35,0.38,0.06,0.0,0.01,3.5,3.5,3.5,3.5,3.5,5.94,5.94,5.94,5.94,5.94
NGVS-J124420.96+110810.9,191.0873334,11.1363748,26.0869,25.8239,99.0,26.0393,25.4498,25.9091,25.6793,99.0,25.8527,25.1836,25.7812,25.5829,99.0,25.6127,25.0226,25.7242,25.4897,99.0,25.4081,25.0091,25.7576,25.4336,99.0,25.3219,24.9946,25.8507,25.397,99.0,25.1767,24.8654,26.1591,25.2513,25.1985,25.0934,25.07,0.2241,0.0916,0.2268,0.3086,0.5317,0.1604,0.0733,0.1792,0.25,0.369,0.1291,0.0655,0.1615,0.205,0.303,0.1185,0.0627,0.1564,0.1829,0.3048,0.1212,0.063,0.1609,0.1828,0.3111,0.1342,0.0658,0.1603,0.1751,0.2921,0.2608,0.1022,0.2616,0.2898,0.5757,0.5998,0.1741,0.6739,0.3806,99.0,2.208,2.659,2.525,2.73,2.438,0,0,0,0,0,0.35,0.35,0.05,0.04,0.0,4.94,4.94,4.94,4.94,4.94,7.26,7.26,7.26,7.26,7.26
NGVS-J124420.97+111346.6,191.087387,11.2296109,26.4646,26.2073,99.0,25.5429,25.0655,26.3836,26.0999,99.0,25.5197,25.3861,26.355,26.0014,99.0,25.4618,25.8584,26.3406,25.9213,99.0,25.4954,25.8256,26.3985,25.8475,99.0,25.4982,25.6556,26.4226,25.8265,99.0,25.4611,25.5866,26.2007,25.7382,24.8866,25.2023,25.7564,0.3155,0.128,0.222,0.1935,0.3712,0.2462,0.1065,0.2296,0.1803,0.4421,0.2174,0.0951,0.234,0.174,0.651,0.2074,0.0924,0.2029,0.1922,0.6439,0.2172,0.0914,0.1705,0.2079,0.5705,0.2264,0.0968,0.1517,0.2196,0.5667,0.2717,0.1562,0.1951,0.307,1.0829,0.4829,0.3528,0.7403,99.0,7.6342,3.219,2.774,3.796,2.253,3.554,0,0,0,0,0,0.35,0.35,0.02,0.05,0.01,5.03,5.03,5.03,5.03,5.03,10.56,10.56,10.56,10.56,10.56
NGVS-J124420.97+111403.7,191.08736,11.2343637,24.4288,23.4981,99.0,22.0367,21.5659,24.394,23.4403,99.0,21.9533,21.5184,24.3876,23.3893,99.0,21.8798,21.4791,24.3882,23.3288,99.0,21.8095,21.43,24.3883,23.2904,99.0,21.7541,21.3884,24.3913,23.2567,99.0,21.7112,21.3491,24.3754,23.1006,22.0591,21.628,21.2419,0.052,0.0123,0.0142,0.0092,0.016,0.0418,0.0105,0.0118,0.0079,0.0134,0.0376,0.0097,0.0107,0.0074,0.0123,0.036,0.0094,0.0102,0.0072,0.0118,0.0356,0.0094,0.0101,0.0073,0.0117,0.0361,0.0097,0.0102,0.0075,0.0118,0.0513,0.0141,0.0146,0.0117,0.0171,0.1205,0.0254,0.0275,0.0243,0.0361,2.739,2.494,2.766,2.276,2.692,0,0,0,0,0,0.0,0.31,0.01,0.03,0.0,3.61,3.61,3.61,3.61,3.61,5.28,5.28,5.28,5.28,5.28
NGVS-J124420.99+111408.4,191.0874733,11.2356578,25.7404,25.2319,99.0,24.8321,25.2428,25.8614,25.1065,99.0,24.6495,24.9452,25.8377,25.0005,99.0,24.47,24.6134,25.7465,24.9138,99.0,24.321,24.4574,25.6422,24.8716,99.0,24.2045,24.4439,25.5881,24.8454,99.0,24.1016,24.5091,25.5865,24.6398,24.468,23.8019,24.4908,0.1656,0.0538,0.1134,0.1021,0.4403,0.1529,0.0434,0.0947,0.0811,0.2932,0.1366,0.0387,0.084,0.0706,0.2078,0.1203,0.0369,0.0787,0.0652,0.1818,0.1096,0.0378,0.0771,0.0638,0.1876,0.1058,0.0396,0.0766,0.063,0.2097,0.1561,0.057,0.1311,0.0846,0.3371,0.8128,0.1311,1.1703,0.2455,99.0,3.102,2.53,2.539,2.875,2.669,2,2,2,2,2,0.35,0.01,0.0,0.0,0.0,3.5,3.5,3.5,3.5,3.5,6.6,6.6,6.6,6.6,0.0
NGVS-J124420.99+111423.9,191.0874611,11.2399801,24.351,24.3586,99.0,24.2609,23.7607,24.3048,24.3212,99.0,24.1805,23.7291,24.2298,24.2487,99.0,24.0954,23.7054,24.219,24.2025,99.0,24.0367,23.6957,24.1953,24.165,99.0,23.9831,23.6662,24.1765,24.1384,99.0,23.9509,23.6793,24.1418,23.9786,23.9707,23.5786,23.6836,0.0487,0.0252,0.0839,0.0612,0.1136,0.0385,0.0218,0.0726,0.0532,0.0964,0.0328,0.02,0.0663,0.0505,0.0908,0.0309,0.0197,0.0636,0.0506,0.0909,0.03,0.0201,0.063,0.0522,0.092,0.0298,0.021,0.063,0.0551,0.0981,0.0416,0.0312,0.0831,0.069,0.1605,0.072,0.0571,0.1563,0.1338,3.1849,2.837,2.382,3.019,2.636,2.346,0,0,0,0,0,0.0,0.23,0.0,0.0,0.0,3.77,3.77,3.77,3.77,3.77,5.28,5.28,5.28,5.28,5.28
NGVS-J124420.99+111427.7,191.0874407,11.2410149,27.36,26.3872,99.0,24.8826,24.0249,27.2079,26.4065,99.0,24.7622,24.0289,27.2438,26.3712,99.0,24.629,23.9783,27.2208,26.3014,99.0,24.5931,23.9695,26.9611,26.2219,99.0,24.5431,23.9349,26.7735,26.1898,99.0,24.525,23.9396,27.2162,26.812,26.3203,24.258,24.0866,0.7246,0.1528,0.3577,0.1075,0.145,0.5208,0.1404,0.2997,0.09,0.1268,0.4927,0.134,0.2814,0.0818,0.1165,0.4625,0.1303,0.2835,0.0839,0.1166,0.3642,0.129,0.2913,0.0868,0.1175,0.3117,0.1348,0.3222,0.0929,0.1245,0.6945,0.4191,0.7202,0.1287,0.2326,0.4032,0.7465,99.0,0.1875,0.6008,1.879,1.967,1.678,1.784,1.901,0,0,0,0,0,0.35,0.35,0.03,0.0,0.0,3.5,3.5,3.5,3.5,3.5,7.26,7.26,7.26,7.26,7.26
NGVS-J124421.00+110850.4,191.0874841,11.1473378,25.8442,25.2239,99.0,24.4435,24.3995,25.8349,25.1312,99.0,24.3831,24.2912,25.8521,25.1316,99.0,24.3485,24.203,25.8345,25.1171,99.0,24.3292,24.1628,25.8176,25.0871,99.0,24.31,24.0768,25.791,25.06,99.0,24.285,24.0331,25.242,24.9109,24.2487,24.1314,24.2947,0.1812,0.0537,0.1155,0.0723,0.2042,0.1498,0.0447,0.0968,0.0643,0.1625,0.1383,0.0438,0.0877,0.0634,0.1434,0.1308,0.0446,0.0861,0.0662,0.1399,0.1283,0.0461,0.0859,0.0703,0.1342,0.1271,0.0482,0.0849,0.0747,0.136,0.1125,0.0733,0.11,0.1162,0.2819,0.1761,0.124,0.316,0.2472,2.0431,5.101,2.216,2.805,1.92,2.212,0,0,0,0,0,0.35,0.07,0.01,0.0,0.0,5.0,5.0,5.0,5.0,5.0,5.94,5.94,5.94,5.94,5.94
NGVS-J124421.00+111348.2,191.0874929,11.2300494,25.2765,25.2332,99.0,25.4568,24.757,25.1966,25.1659,99.0,25.4078,25.0104,25.1493,25.1268,99.0,25.3969,25.4079,25.0933,25.0774,99.0,25.4487,25.2474,25.0526,25.0505,99.0,25.4896,24.9766,25.0296,25.0128,99.0,25.4907,24.892,25.0856,24.8612,25.0559,25.4108,26.8976,0.1086,0.0535,0.1579,0.1794,0.2805,0.0846,0.046,0.1347,0.163,0.3135,0.0733,0.0432,0.1288,0.1642,0.4306,0.0671,0.043,0.1297,0.1841,0.3783,0.0642,0.0444,0.1335,0.2067,0.3059,0.0638,0.0461,0.1427,0.2256,0.299,0.0984,0.0698,0.2259,0.372,3.0967,0.226,0.1075,0.5275,2.8993,99.0,2.886,2.539,2.174,1.795,-8.333,0,0,0,0,0,0.35,0.08,0.03,0.0,0.0,5.36,5.36,5.36,5.36,0.0,6.6,6.6,6.6,6.6,0.0
NGVS-J124421.01+111359.7,191.0875359,11.2332478,26.4472,26.4146,99.0,25.9902,99.0,26.6378,26.3503,99.0,26.1255,99.0,26.5258,26.2688,99.0,25.9935,99.0,26.6408,26.1678,99.0,25.7006,99.0,26.7257,26.112,99.0,25.523,99.0,26.5856,26.0754,99.0,25.3671,99.0,26.6228,25.9222,26.5983,24.9329,99.0,0.3114,0.1548,0.3893,0.2919,0.3422,0.3108,0.1339,0.2461,0.3143,0.3709,0.2545,0.1215,0.2088,0.2837,0.5129,0.2737,0.1159,0.2065,0.2325,0.8082,0.2939,0.1163,0.2276,0.2126,2.0718,0.2648,0.1217,0.2524,0.2018,3.8746,0.4056,0.1849,0.9284,0.2395,99.0,0.6203,0.3661,99.0,0.2007,99.0,2.428,2.569,2.052,3.567,0.0,0,0,0,0,0,0.35,0.35,0.03,0.03,0.02,6.36,6.36,6.36,6.36,0.0,8.58,8.58,8.58,8.58,0.0
NGVS-J124421.01+111507.5,191.0875459,11.2520822,26.792,26.5169,99.0,26.0142,99.0,26.6409,26.4864,99.0,25.9176,99.0,26.3446,26.4065,99.0,25.9059,99.0,26.1452,26.3731,99.0,25.9615,99.0,26.0467,26.3176,99.0,25.939,99.0,25.9991,26.234,99.0,25.8188,99.0,25.9157,26.3509,25.5203,26.417,99.0,0.4326,0.1723,0.582,0.3022,99.0,0.3113,0.1512,0.4064,0.2589,99.0,0.2185,0.1387,0.3481,0.2634,99.0,0.1747,0.1393,0.3749,0.2939,99.0,0.1601,0.1411,0.4198,0.3129,2.8628,0.1557,0.1405,0.4466,0.3049,1.5664,0.2124,0.2741,0.3433,0.938,99.0,0.7377,0.2991,0.319,0.3891,99.0,2.734,1.723,1.802,1.517,3.63,0,0,0,0,0,0.35,0.35,0.35,0.04,0.02,5.17,5.17,5.17,5.17,5.17,7.92,7.92,7.92,7.92,0.0
NGVS-J124421.02+110827.5,191.0875742,11.1409662,24.3738,23.4831,99.0,22.735,22.4357,24.29,23.3945,99.0,22.6195,22.384,24.1583,23.2457,99.0,22.4581,22.274,24.0616,23.1243,99.0,22.3352,22.189,23.9447,22.9896,99.0,22.2038,22.0967,23.8554,22.8764,99.0,22.1053,22.0158,23.4497,22.4507,22.0438,21.7502,21.723,0.0499,0.0124,0.0227,0.0164,0.0347,0.0381,0.0101,0.0185,0.0136,0.0286,0.0309,0.0087,0.0159,0.012,0.0249,0.027,0.0079,0.0144,0.0112,0.0231,0.0242,0.0074,0.0134,0.0107,0.0221,0.0226,0.0071,0.013,0.0106,0.0216,0.0222,0.0079,0.0147,0.0131,0.0266,0.0379,0.0143,0.0254,0.0265,0.0562,4.304,3.624,3.724,3.263,3.413,0,0,0,0,0,0.0,0.01,0.0,0.0,0.0,3.51,3.51,3.51,3.51,3.51,5.28,5.28,5.28,5.28,5.28
NGVS-J124421.02+110927.3,191.0875725,11.1575805,21.6384,20.8526,99.0,19.8261,19.3153,21.563,20.695,99.0,19.6242,19.1855,21.4704,20.5316,99.0,19.4228,19.0471,21.3758,20.3784,99.0,19.2427,18.9109,21.2783,20.2355,99.0,19.0818,18.783,21.1934,20.1102,99.0,18.9428,18.6666,20.6903,19.489,18.7485,18.3134,18.0877,0.0066,0.0022,0.0025,0.0021,0.0028,0.0051,0.0017,0.002,0.0016,0.0022,0.0042,0.0014,0.0016,0.0014,0.0018,0.0036,0.0012,0.0014,0.0012,0.0016,0.0032,0.0011,0.0013,0.0011,0.0014,0.003,0.001,0.0012,0.001,0.0013,0.0024,8.0E-4,9.0E-4,8.0E-4,0.0011,0.0026,9.0E-4,0.001,9.0E-4,0.0014,6.594,6.354,6.63,6.008,6.032,2,2,2,2,2,0.03,0.03,0.03,0.03,0.03,3.5,3.5,3.5,3.5,3.5,3.96,3.96,3.96,3.96,3.96
NGVS-J124421.03+110833.6,191.0876125,11.1426789,26.0322,26.2027,99.0,24.9144,25.3402,26.0149,26.1672,99.0,24.851,25.3794,25.9622,26.0896,99.0,24.773,25.231,25.9187,26.1367,99.0,24.7441,25.3995,25.8525,26.2052,99.0,24.7896,25.7564,25.8217,26.2669,99.0,24.9181,26.1877,25.6741,25.9471,24.5933,24.9065,25.8868,0.2159,0.1308,0.1996,0.1116,0.4876,0.1754,0.1134,0.1761,0.0981,0.4397,0.153,0.1045,0.1542,0.0936,0.3696,0.1406,0.1124,0.1477,0.0964,0.4347,0.1323,0.1277,0.1402,0.109,0.6289,0.1304,0.1449,0.1425,0.1333,0.9856,0.1671,0.1889,0.1506,0.2337,1.2196,0.8503,0.2347,0.1431,0.5898,99.0,2.653,1.786,2.511,1.547,2.282,0,0,0,0,0,0.35,0.35,0.06,0.01,0.07,5.37,5.37,5.37,5.37,5.37,7.26,7.26,7.26,7.26,7.26
NGVS-J124421.03+110907.1,191.0876254,11.1519799,26.0115,25.49,99.0,99.0,99.0,25.7313,25.4551,99.0,99.0,99.0,25.5102,25.4276,99.0,99.0,99.0,25.3833,25.4097,99.0,99.0,99.0,25.3161,25.3523,99.0,99.0,99.0,25.2806,25.2942,99.0,99.0,99.0,25.2556,24.9061,25.3092,99.0,99.0,0.2104,0.068,0.3195,0.2963,2.2735,0.1368,0.0598,0.2871,0.2887,1.8118,0.1016,0.0571,0.2493,0.3065,1.261,0.0869,0.0581,0.2347,0.2984,1.3422,0.0815,0.0586,0.23,0.2795,1.9189,0.0801,0.0597,0.2293,0.2717,73.1823,0.1144,0.0729,0.2916,99.0,99.0,0.3374,0.1131,0.4262,99.0,22.936,3.07,3.003,2.865,-23.871,-15.29,0,0,0,0,0,0.35,0.2,0.07,0.02,0.01,6.34,6.34,6.34,0.0,0.0,10.56,10.56,10.56,0.0,10.56
NGVS-J124421.03+111409.7,191.0876401,11.2360377,27.0308,26.1593,99.0,26.1293,99.0,26.6552,26.0708,99.0,25.9825,99.0,26.4648,26.0897,99.0,25.782,99.0,26.3644,26.1126,99.0,25.6588,99.0,26.3913,26.0862,99.0,25.6242,99.0,26.427,26.0781,99.0,25.5191,99.0,25.8436,25.982,25.6187,25.3212,99.0,0.5392,0.1236,0.3113,0.3334,9.4697,0.3205,0.1039,0.2634,0.2757,4.5911,0.2435,0.1029,0.2451,0.2327,99.0,0.206,0.1053,0.2274,0.2134,99.0,0.2029,0.105,0.2042,0.2153,99.0,0.2093,0.11,0.1982,0.2088,99.0,0.1712,0.1669,0.3213,0.2922,99.0,99.0,0.5216,0.8911,0.4573,99.0,2.539,1.957,2.733,2.434,-10.325,3,3,3,3,3,0.35,0.35,0.02,0.04,0.07,4.05,4.05,4.05,4.05,0.0,5.28,5.28,5.28,5.28,0.0
NGVS-J124421.04+110858.5,191.087666,11.1495742,26.0237,25.9021,99.0,25.7543,25.4194,25.856,25.7795,99.0,25.4501,25.5365,25.7455,25.689,99.0,25.281,26.2104,25.7122,25.5964,99.0,25.1575,26.9957,25.7179,25.4957,99.0,25.1668,27.5365,25.6775,25.4178,99.0,25.1654,26.1012,25.5256,25.3013,25.1602,24.9705,27.3784,0.2119,0.0981,0.2379,0.2366,0.5174,0.1529,0.0801,0.2124,0.1701,0.5106,0.1253,0.0722,0.2012,0.1481,0.9054,0.117,0.0688,0.1721,0.1409,1.8918,0.1171,0.0667,0.1541,0.1538,3.2332,0.1146,0.0667,0.1671,0.1673,0.9106,0.1467,0.1046,0.2535,0.2479,4.8235,0.2838,0.2162,0.2544,1.5748,99.0,3.272,2.764,2.829,2.087,0.9,0,0,0,0,0,0.35,0.35,0.08,0.0,0.01,4.1,4.1,4.1,4.1,4.1,7.92,7.92,7.92,7.92,0.0
NGVS-J124421.04+111441.9,191.0876753,11.2449604,26.2602,25.3202,99.0,24.4522,24.1485,26.1349,25.2512,99.0,24.371,24.057,26.0694,25.2222,99.0,24.276,24.02,26.0399,25.2044,99.0,24.1914,23.9569,25.9621,25.1802,99.0,24.1176,23.9317,25.9199,25.1525,99.0,24.0757,23.9413,25.6629,25.0558,24.49,24.1212,24.1681,0.2707,0.0584,0.105,0.0728,0.1623,0.1996,0.0493,0.0824,0.0631,0.1299,0.1727,0.0474,0.0737,0.0595,0.1212,0.1606,0.048,0.0692,0.0582,0.1152,0.1497,0.05,0.0693,0.059,0.1173,0.1464,0.0524,0.0727,0.0617,0.1248,0.1688,0.0833,0.133,0.1134,0.2505,0.5314,0.1488,0.3987,0.3736,2.7929,3.131,2.083,2.366,2.191,2.033,0,0,0,0,0,0.35,0.11,0.0,0.0,0.0,3.7,3.7,3.7,3.7,3.7,4.62,4.62,4.62,4.62,4.62
NGVS-J124421.05+111233.0,191.0877077,11.2091597,26.3458,26.0165,99.0,26.0844,25.0659,26.3117,26.0014,99.0,25.9299,24.943,26.2843,25.9891,99.0,25.768,24.8568,26.3438,26.0239,99.0,25.6936,24.8045,26.3991,26.0796,99.0,25.5738,24.8401,26.3988,26.1151,99.0,25.5318,24.817,26.8543,25.8805,28.0414,25.8739,24.2918,0.2863,0.1087,0.4353,0.3207,0.3761,0.2312,0.097,0.3179,0.2615,0.2936,0.2071,0.0946,0.2759,0.2316,0.2611,0.2103,0.1012,0.2917,0.2299,0.2515,0.2214,0.1134,0.3275,0.2235,0.2706,0.2252,0.1259,0.3826,0.2341,0.2793,0.5055,0.1781,3.5094,0.5696,0.2814,99.0,0.3448,7.673,0.6113,99.0,2.001,1.878,1.651,2.431,2.398,0,0,0,0,0,0.35,0.41,0.02,0.07,0.0,5.19,5.19,5.19,5.19,5.19,5.94,5.94,5.94,5.94,5.94
NGVS-J124421.05+111411.0,191.0877142,11.2363951,24.84,24.4505,99.0,23.8686,23.836,24.7735,24.4147,99.0,23.8292,23.8465,24.7252,24.3961,99.0,23.8236,23.8317,24.6797,24.3561,99.0,23.8254,23.7838,24.6752,24.3366,99.0,23.821,23.8087,24.6785,24.3288,99.0,23.812,23.8996,24.7184,24.3448,23.7202,23.776,24.3793,0.0767,0.027,0.0555,0.0428,0.1206,0.0603,0.0238,0.0472,0.039,0.1078,0.0521,0.0226,0.0432,0.0393,0.1013,0.048,0.0226,0.0422,0.0419,0.0986,0.0472,0.0234,0.0426,0.0449,0.1043,0.0482,0.0249,0.0438,0.0486,0.1202,0.0717,0.0435,0.0657,0.0827,0.3044,0.258,0.0823,0.1344,0.147,99.0,2.658,1.985,2.455,1.809,1.736,2,2,2,2,2,0.03,0.72,0.0,0.0,0.0,3.65,3.65,3.65,3.65,3.65,4.62,4.62,4.62,4.62,4.62
NGVS-J124421.06+110802.0,191.0877511,11.1338874,99.0,26.7653,99.0,26.4544,99.0,99.0,26.7514,99.0,26.3816,99.0,99.0,26.8181,99.0,26.1988,99.0,99.0,26.8477,99.0,25.959,99.0,99.0,26.8383,99.0,25.9389,99.0,99.0,26.8432,99.0,26.0748,99.0,99.0,26.7477,28.8538,25.9335,99.0,3.7138,0.2167,0.9382,0.4522,99.0,0.9672,0.1947,0.9045,0.4005,99.0,1.4381,0.2025,1.1802,0.3438,99.0,3.3935,0.2165,1.3525,0.2947,1.2808,5.2095,0.2276,1.1884,0.3121,1.0086,3.5545,0.2464,0.8889,0.3862,0.9372,99.0,0.3953,7.6054,0.6015,99.0,99.0,99.0,99.0,0.8449,99.0,1.483,1.701,3.748,1.793,2.983,0,0,0,0,0,0.02,0.35,0.35,0.02,0.02,9.03,9.03,9.03,9.03,9.03,10.56,10.56,10.56,10.56,10.56
NGVS-J124421.06+111137.4,191.0877537,11.1937226,99.0,26.5038,99.0,27.5763,99.0,99.0,26.5653,99.0,27.6479,26.7857,99.0,26.5304,99.0,27.7828,25.8405,99.0,26.4877,99.0,27.6646,25.3921,99.0,26.4949,99.0,27.171,25.3009,99.0,26.5354,99.0,27.2278,25.4979,99.0,26.5513,99.0,26.334,24.8718,0.7708,0.1694,0.5721,1.2624,99.0,0.4278,0.1628,0.5425,1.2726,1.601,0.3761,0.1556,0.6036,1.4787,0.6446,0.524,0.1552,0.609,1.412,0.4317,0.9629,0.1665,0.5091,0.9725,0.4129,2.0154,0.1856,0.5043,1.1146,0.5213,99.0,0.3313,99.0,0.8712,0.4794,99.0,99.0,99.0,99.0,0.6346,-6.105,1.855,2.825,1.59,2.459,0,0,0,0,0,0.22,0.35,0.35,0.02,0.02,0.0,7.17,7.17,7.17,7.17,0.0,9.9,0.0,9.9,9.9
NGVS-J124421.07+110836.9,191.0877994,11.1435821,27.1567,26.496,99.0,25.4973,26.0205,27.2366,26.3204,99.0,25.2995,25.4082,27.7332,26.2613,99.0,25.2596,25.3144,28.1315,26.2231,99.0,25.1856,25.279,27.6438,26.2199,99.0,25.0634,25.2086,27.2073,26.2074,99.0,24.937,25.0833,28.0444,25.8497,26.0507,24.5894,26.5945,0.5929,0.1676,0.5084,0.1864,0.8964,0.5378,0.1308,0.3189,0.1481,0.4536,0.7689,0.1213,0.2865,0.145,0.3965,1.072,0.122,0.3302,0.1448,0.3904,0.681,0.1288,0.3658,0.1394,0.3782,0.4678,0.1377,0.3372,0.136,0.3578,1.499,0.1731,0.5723,0.1746,2.3427,99.0,0.2132,0.1883,0.2157,0.8684,3.912,2.411,3.779,2.596,2.016,0,0,0,0,0,0.35,0.35,0.02,0.03,0.01,6.42,6.42,6.42,6.42,6.42,7.26,7.26,7.26,7.26,7.26
NGVS-J124421.07+111213.3,191.0877764,11.2036897,25.8321,25.6859,99.0,25.7552,24.7765,25.8049,25.6108,99.0,25.6361,24.6604,25.8937,25.5709,99.0,25.3927,24.6917,25.9142,25.4859,99.0,25.203,24.7534,25.9096,25.43,99.0,25.1544,24.7378,25.9353,25.4283,99.0,25.1392,24.8038,26.1127,25.3371,25.2462,25.2109,24.7094,0.1828,0.0801,0.2206,0.2358,0.286,0.1498,0.0685,0.217,0.2011,0.2277,0.147,0.0646,0.2142,0.1637,0.2235,0.1444,0.0622,0.1884,0.147,0.2403,0.1427,0.0626,0.1785,0.1517,0.2452,0.149,0.0675,0.1688,0.1637,0.2763,0.2557,0.1083,0.2677,0.3098,0.4132,4.673,0.1471,0.6649,99.0,5.891,2.461,2.285,2.582,2.408,2.22,2,2,2,2,2,0.35,0.36,0.07,0.01,0.0,4.27,4.27,4.27,4.27,4.27,5.28,5.28,5.28,5.28,5.28
NGVS-J124421.08+111218.8,191.0878158,11.2052184,27.1459,26.347,99.0,26.2235,99.0,27.012,26.2947,99.0,26.0685,99.0,27.0922,26.2181,99.0,25.9971,99.0,27.4465,26.164,99.0,25.8464,99.0,27.3311,26.1641,99.0,25.7092,99.0,27.0291,26.1304,99.0,25.5182,99.0,29.4503,26.7857,99.0,24.9318,99.0,0.6131,0.1457,0.5001,0.3619,1.5892,0.4553,0.1275,0.3156,0.2992,8.0988,0.443,0.1162,0.3121,0.2848,9.2283,0.5912,0.1153,0.3929,0.2651,99.0,0.5284,0.1223,0.4998,0.2524,99.0,0.409,0.1282,0.7545,0.2319,99.0,5.5368,0.4102,99.0,0.2395,99.0,99.0,99.0,99.0,0.3976,99.0,3.327,2.086,0.0,3.355,0.0,0,0,0,0,0,0.35,0.35,0.08,0.06,0.06,4.56,4.56,0.0,4.56,0.0,0.0,8.58,0.0,8.58,0.0
NGVS-J124421.10+111022.6,191.0878998,11.1729534,27.6177,26.3254,99.0,26.3572,25.7702,28.1335,26.2826,99.0,26.1996,25.6311,27.5763,26.2754,99.0,26.1951,25.4606,27.2363,26.254,99.0,26.2214,25.3113,27.0874,26.1677,99.0,26.1681,25.0792,27.024,26.1147,99.0,25.9534,24.872,28.6134,26.1655,25.0279,25.5003,24.5369,0.9451,0.1436,0.3994,0.411,0.7149,1.2695,0.126,0.3268,0.3372,0.556,0.6902,0.1229,0.2842,0.3427,0.4545,0.4866,0.1254,0.2458,0.3749,0.4022,0.4217,0.1229,0.2348,0.3855,0.3366,0.4049,0.1262,0.2327,0.3452,0.294,2.5607,0.2316,0.2193,0.4038,0.3524,2.5919,0.2325,0.2181,0.7558,0.6863,2.056,2.587,3.498,2.185,3.15,0,0,0,0,0,0.35,0.35,0.15,0.02,0.07,6.66,6.66,6.66,6.66,6.66,8.58,8.58,8.58,8.58,8.58
